genes	hypoxia-01	hypoxia-02	hypoxia-03	hypoxia-04	normoxia-01	normoxia-02	normoxia-03	normoxia-04
ADAMTSL4	2.36821	5.023007	1.8402947	2.788119	2.222048	2.190496	1.891434	2.302021
ADAMTSL5	3.338239	2.291448	1.455759	3.19217323451	2.999701	3.6509262	3.546483	3.393046
ADAP1	11.6939891	11.60072955776	13.275664	14.035876	18.60684246305	28.01617693062	27.68157139	26.803637
ADAP2	0.547636	0.665261	0.4363356	0.729282	0.7886282	0.3082213	0.579756	0.5660007
ADAR	99.6991600839547	99.3584770074129	88.8929980055579	96.098254	127.233671	115.162163134824	113.379838057313	122.842802019473
ADARB1	2.110197	1.82654900025832	2.5629948	3.90276100084558	2.22821	3.6437561	4.163346	5.822968
ADARB2	0.0817405	0.154664	0.333911	0.384312	0.134222	0.642873	1.976637	2.058764
ADAT1	14.854016	17.361848	13.778897	12.919708	23.648279	17.615955	19.822358	20.972944
ADAT2	1.354096	1.546355	1.869563	1.901477	1.740346	1.905743	2.336083	1.527096
ADAT3	4.97794	2.952764	4.26238	4.27219	4.93673	6.55249	5.12216	4.63816
ADCK1	6.908679	8.279813	6.6402744	9.213058	7.19575520072662	8.066874	7.3738421	8.135265
ADCK2	18.44838	20.637106	19.35351	21.896703	20.554978	24.028451	24.252053	23.998507
ADCK5	4.551821	5.137636	7.204858	9.5054	5.162425	9.246076	9.7931	11.480394
ADCY1	0.1944212	0.2482724	0.20524	0.0903927	0.2014151	0.989694	0.0551227	0.518892
ADCY10	0.448795	0.1549738	0.1676795	0.1050702	0.0449212	0.0637104	0.0969945	0.1899649
ADCY2	0.0697997	0.0443563	0.0501683	0.0315814	0.0607932	0.0412672	0.0377325	0.0172768
ADCY3	6.60942013802	11.7677497	9.390336	15.71732	5.288016	8.154355	8.014877	5.552678
ADCY4	1.596503	1.293995	2.308913	2.3478387	0.812101	0.513638	0.3716346	0.3103825
ADCY5	0.1192689998515	0.162553433857	0.31792030425	0.157707812675	0.146041	0.103264	0.15721	0.16772501894
ADCY6	35.37472	55.989428	44.434358	50.47693	48.471242	64.56376	67.98184	61.1345200095451
ADCY7	15.936972	15.859748	11.921841625	10.9217221	20.530071	5.43171209217788	4.281274974351	3.669289734753
ADCY8	0	0	0	0	0.0245579	0	0	0
ADCY9	12.184558	9.992701	16.855635	14.4908	11.67777	16.241301	21.78632	16.027486
ADCYAP1	0.0213447	0	0	0.0266918	0.0342033	0.0125539	0.0267683	0.0367907
ADCYAP1R1	0.0103931	0.0153624	0	0.0495784	0.0111199	0.0123342	0.0391628	0
ADD1	96.5478924	89.870139	84.688278959	95.5087571	107.430294	108.456612	112.06275523	110.5853002
ADD2	0.0634376	0.0594346	0.108754	0.1029425	0.0372286	0.105039	0.0834752	0.0666232
ADD3	52.38244	46.76936	47.599613	50.43915	56.07951	52.431832	64.377626	68.043061
ADGB	0.884041	0.818815	1.17085	0.87437	1.1046618	1.58473	1.24646	1.42984
ADGRA1	0.0503131	0.1099706	0.168736	0.195633	0	0.1231334	0.281085	0.1292303
ADGRA2	0.603104	0.254179	0.2840023	0.28115724	0.7794195	0.1929919	0.5375437	0.3107861
ADGRA3	11.081186	10.218108	12.4067365	11.062691	11.706838	11.2503	10.412917	9.923777
ADGRB1	0.375124	0.617331	0.2697574	0.34569	0.56182	0.227396	0.0623632	0.0842656
ADGRB2	3.063841728	1.8819556	2.035611799011	2.58783	2.952112624	0.79424370613948	0.5846359	0.511889300555461
ADGRB3	0.0369684	0.0824546	0	0.0300538	0.4303582	0.0282777	0	0
ADGRD1	0.0121862	0.011938	0	0.0155361	0	0.0742238	0	0.0409704
ADGRD2	0.1821656	0.044451145	0.24572331	0	0.559447	0.011586868	0.12352942	0.135173054
ADGRE1	0	0	0	0	0	0	0	0
ADGRE2	22.429895	12.5250953	14.145794	14.329462	18.027496	8.002915	7.1883302	9.817754
ADGRE3	0	0	0	0	0	0	0	0.0402959
ADGRE5	11.186969	11.475116	12.144082	19.466856	12.808969	14.545796	10.371712	12.424574
ADGRF1	101.42197	134.80592	136.4915	124.61599	151.63743	240.97027	353.51271	294.93615
ADGRF3	0.440549800118174	1.1107343	0.4678423	0.424522	1.363236544538	3.208003	3.3839	3.863848
ADGRF4	18.9475	18.47622	20.69951	19.66761	9.00939	18.1504	24.50649	21.1359
ADGRF5	0.0411502	0.0461597	0.0459299	0.169428000102062	0.119401000145326	0.103843	0.214112000368397	0.439755
ADGRG1	56.3073935	56.872161	56.0548394	49.875925	77.349459340711	84.1167477	80.60620011297	84.786947
ADGRG2	0.26239591126258	0.157335026921166	0.14508817	0.22724130050241	0.1536193	0.18879090971483	0.237926272345345	0.416278276502
ADGRG3	0	0	0.1412874	0.0265151	0	0.0184093	0.133476	0
ADGRG4	0.00794957	0.00371926	0.0135871	0	0	0.00450922	0.019488	0
ADGRG5	0.0208093	0.040793	0.0579616	0	0.0730166	0	0	0
ADGRG6	53.177171	46.989554	42.928041	39.411634	85.00933	111.92456	123.839105	86.857651
ADGRG7	0.0546672	0	0.0202397	0.0227137	0	0.0771096	0.0227979	0.0513223
ADGRL1	8.061229	8.090634	8.790408	11.015385	9.569924	11.59892	13.229197	8.762357
ADGRL2	2.995707887	1.9862044048	1.273435783	0.8223564	3.810023303	1.42873113839	1.10451627174	0.7637721
ADGRL3	0.0409083	0.05371893	0.0114301	0.2013033	0.04233742	0.058870754254197	0.02983422	0.1257822
ADGRL4	1.060151085	3.07133	2.95879	3.0021655	1.341531	2.11138	2.7986055	1.7913186
ADGRV1	5.652406	3.37397661	5.8627153	12.827153	3.45883787	2.477360799	3.3988651	4.51345
ADH1A	0.192047	0.160511	0	0.408755	0.459146	0.610755	0.68451	0.368144
ADH1B	0.03384441	0.01656383	0.0663017	0.0526111	0.03736427	0.06960964	0.11648378	0.1292514
ADH1C	0.0584035	0	0.121674	0.0681258	0.0922923	0.289305	0.137535548	0.282219
ADH4	0.450442	0.391381	0.597555	0.636249	0.630781	0.71745	1.041287	0.57061
ADH5	85.9588	81.6782	77.5288	91.798375	104.570763	63.79674	66.4938	80.4923
ADH6	0.2513829	0.4654999	0.5788781	0.4619437	0.695129	0.742270000501694	0.931398	0.3088416
ADH7	0	0	0	0	0	0	0	0
ADHFE1	2.2969169884	2.6833614	4.1608892	3.2139062	3.808581	12.811405	18.085627	12.1271930510254
ADI1	44.573152	59.789595	49.448417	61.523193	54.845917	105.36072	77.751797	91.984303
ADIG	0	0	0	0	0	0	0	0
ADIPOQ	0.129129	0.0862466	0.06833780645795	0.0560662	0.04877970576409	0.10811300105166	0.10351	0.1336810314032
ADIPOR1	144.47596	151.6053873	157.537518	148.04621	117.030347	119.66388	109.68383	105.33937
ADIPOR2	46.3007	45.4325	46.752	49.2219	36.1514	38.8739	37.9861	37.1509
ADIRF	569.2679	918.712	1088.2448	1564.9012	1380.5424	4323.2848	3503.5287	4213.1029
ADISSP	10.256577	12.412604	12.128068	16.956425	9.803166	17.56296	15.5698911	14.063372
ADK	60.275871	56.453435	53.00788	52.028973	62.339612	55.882484	59.047606	54.758259
ADM	232.900743	248.538457	212.410801	271.332258	122.64005	50.523066	31.652627	45.367218
ADM2	5.22499	4.613414	2.38168	3.51285	4.499815	2.06229	1.34173	1.62019
ADM5	0.978286	0.377202	0.710879	0.95654	0.276559	0.98389	0.482348	0.368172
ADNP	42.35764	34.093145	38.301185	41.570397	38.827979	37.738801	45.573079	47.181388
ADNP2	25.523139	25.183884	36.908383	16.718552	24.515691	13.627306	16.208839	12.971911
ADO	11.10494	11.78364	11.89058	11.6581	10.79316	13.1105	13.78414	12.68306
ADORA1	0.6349497	0.315594	0.4784547	0.07627479996	1.3711309	0.11444575	2.038548	0.2235556
ADORA2A	4.050041	1.816527744	3.658079	2.522782	1.5873752	1.633981	2.3289172	2.06224085
ADORA2B	7.38222	6.69629	6.51102	7.56252	7.15082	3.49141	3.45919	2.6362
ADORA3	0	0	0	0	0	0	0	0
ADPGK	25.249828	29.1680585	29.259924	29.06949	27.710285	31.733515	31.998656	33.810516
ADPRH	2.0311889	2.553023	0.8367553	1.311595	3.41585	2.913387	2.2661251	3.872384
ADPRHL1	2.248599	3.404713	3.810514	2.808357	1.202516	2.22726397033	6.956457	3.074182
ADPRM	6.208415	6.476225	11.570879	9.49999	5.912541	6.281887	7.86654	6.66339
ADPRS	35.5053	35.9664	33.4101	40.284	35.2364	33.3996	29.7508	34.8171
ADRA1A	0.017882	0	0	0.0440623	0.113632	0	0.0229554	0.0207329
ADRA1B	0	0.126144	0.0318525	0.0715011	0.0305717	0.370179	0.161401	0.295779
ADRA1D	0.0478208	0.0351374	0	0.0149419	0.0255377	0.0281173	0	0
ADRA2A	0.00882104	0	0	0	0	0	0.022137	0.0101422
ADRA2B	0.269615	0.0911571	0.0621872	0.0581648	0.139071	0.0328191	0	0.0106879
ADRA2C	0.0171611	0.033572	0	0	0.128206	0.0856265	0	0
ADRB1	0.250515	0.218527	0.204695	0.185741	0.328964	0.126177	0.188215	0.172295
ADRB2	9.91145	4.52968	8.87582	4.64679	14.7513	4.57264	8.03527	6.91812
ADRB3	0.191032	0.0786073	0.16008	0.100716	0.188043	0.123336	0.0436667	0.244631
ADRM1	84.261499	91.282897	99.3959	111.931793	81.627936	83.38869	89.507972	77.753101
ADSL	24.662818	25.715045	25.1454744	25.806766	24.47820696182	28.769399	28.151411	29.963676
ADSS1	125.297815	110.301356	120.276357	118.42321	37.878462	21.86806	32.068766	19.220903
ADSS2	39.2317	37.6566	45.2998	42.3234	41.1562	51.0691	61.873	60.2638
ADTRP	2.670303	2.575901	3.329796	1.563907	5.490785	4.1537161	9.508207	8.572236
AEBP1	0.1411326	0.0408654	0.0750582	0.348453	0.1736006	0.0163527	0.163698	0.0743877
AEBP2	33.71994	33.544816	37.05719	35.734304	36.29701	34.04238	44.083331	39.32358
AEN	24.562032	23.972913	31.275766	33.79185	19.755686	18.98999	15.117852	14.330972
AFAP1	18.63854	10.612025	16.948002	14.6016060004167	16.067172	6.7678718602	12.0884654	10.80611012753
AFAP1L1	3.349742	1.531798	2.63426	5.85976	1.904868	0.3487	0.508081	1.364823
AFAP1L2	7.85262	4.96363	4.55474	0.93614	9.1881582	3.039493	4.491007	0.574335
AFDN	75.639706	79.41290398	108.060136	104.778036	69.09585	79.1138816	104.120983	106.22143
AFF1	35.76959	46.48284	45.359274	40.6688053	44.17708	84.34995	62.71786	48.27301
AFF2	0.0131695	0.0907789	0.0147119	0.0396629	0.0253421	0.0310416	0.0463399	0.0394305
AFF3	1.2040236	0.682284	1.140331	1.210177	1.0761006	2.3702207	1.050054	1.223805
AFF4	52.04903	53.59957	50.78943	46.934563	51.41591	43.0795	45.3033	42.69514
AFG1L	4.172664	3.524596	2.548956	4.903465	4.309631	3.034311	3.945859	3.12363
AFG3L2	42.7958481	51.1399731	54.607784	59.088784	41.9476107	59.1374253	55.789915	56.599267
AFM	0	0	0	0	0	0	0	0
AFMID	35.541256	35.912489	44.392367	35.610725	32.165154	32.838721	36.329762	42.257582
AFP	0.0743171	0.0436463	0.0217498	0	0.0158683	0	0	0
AFTPH	24.322154	26.01857	32.2020452	31.182408	26.587729	31.46085	31.677539127899	34.626457
AGA	7.8722	10.59044	7.64324	9.412526	6.05835	10.159712	14.26291	9.230156
AGAP1	10.0066	9.6922120019002	11.177713	11.3908655	10.9231986	11.6877	9.3808309	11.780466
AGAP2	0.346014	0.317123	0.111131089	0.8717689	1.046682	0.59412	0.112098	0.547042
AGAP3	41.107791	36.12769	39.12994	47.21741	39.989817	46.93046	53.045566	51.006182
AGAP4	5.1604	5.65518	6.10967	7.69967	5.687353	8.37379	10.8357	8.67951
AGAP5	11.08769	11.35792	14.78159	17.07519	12.24113	17.36833	18.35011	18.246
AGAP6	4.22416	7.252702	9.2452700907197	6.11991052	3.237647	8.255023	9.466618	5.2168530003057
AGAP9	8.63521	1.16929	10.6966	12.4808	7.95184	1.53417	14.3639	12.2806
AGBL1	0.0668763	0.0389061	0.0498615	0.0597803	0.0515847	0.0377657	0.0501723	0.0597148
AGBL2	1.67933310440191	3.381176	3.4204908	2.8690427	3.9612320580264	2.765962	4.881134	2.672249
AGBL3	2.4426053	1.666392	3.098578	2.2773439	1.5179918	4.1922978	3.859481	3.7245978
AGBL4	0.0179133	0.0553478	0.128767	0.081158	0.0313322	0.0517758	0.1398787	0.1326504
AGBL5	29.214275	26.172443	23.935922	31.320779	26.058632	30.219599	34.610412	28.212314
AGER	8.594535	8.268105519	9.1825766	5.210806407	4.941273012	8.80278589	11.4163162	7.40483224
AGFG1	65.376633	61.40216	50.952561	55.602919	63.878674	63.528377	54.107945	51.870895
AGFG2	8.089776	12.37281	11.33317	13.04428	12.30277	24.80491	29.06078	24.75558
AGGF1	14.091937	13.6551	14.1768	13.2068	15.3694992	16.904668	16.598	16.9604
AGK	21.72070948	22.0004574	23.8357540831671	23.2463282	22.2255724	16.851844	21.6041345	19.3606381
AGL	8.076011	8.38464	8.6316530579099	9.293115	10.9349348	11.0564770038159	12.7969664	13.6652956
AGMAT	0.442209	0.685507	0.483148	0.717519	0.830527	0.616478	0.619997	0.64464
AGMO	0.585506	0.34141	0.372745	0.586207	1.75456	1.001801	0.861969	1.720796
AGO1	6.9975101	6.71695592	7.96390947	8.681732	9.0495	11.932182	13.3395870001488	13.34574584
AGO2	7.7533241	7.30448	9.41072	11.78887	8.249358	10.68606	8.65534	8.285708
AGO3	4.1869432	5.043886	7.1364789	6.045182	4.26134	3.748616	5.65671	4.84237700108143
AGO4	8.80589	7.01892	8.22754	8.79596	10.6065	10.5406	10.7187	10.609
AGPAT1	52.22203	51.069423	45.3610901	62.304138	54.03954	58.445905	53.746076	54.135181
AGPAT2	79.34233	73.83934	73.59006	83.67463	63.25514	62.72355	64.40105	62.91565
AGPAT3	49.322362	49.682709	47.044298754	50.6979775421	60.33067908	63.0192639	55.6616378392	71.549284
AGPAT4	4.54464	4.684539	3.8598527	6.973406	3.995623	1.960658	1.853234	1.9421184
AGPAT5	9.96867	10.564838	11.654177	12.803671	7.902874	6.90685	6.253704	6.068785
AGPS	20.8972367	21.5008700001072	18.59714729	18.130676415	26.7333432058356	18.5933874	21.5166653001391	23.7802878528898
AGR2	357.23	331.204421	360.079532	401.25174	347.902958	315.345928	373.5128	412.98575
AGR3	2.96345	3.50267	20.80784	3.64482	4.47407	2.242909	21.04593	2.613078
AGRN	131.0699494	144.924804588	112.96668023	163.4254729	170.509442987	151.363014436	151.31244909567	153.4671154661
AGRP	0.949701	0.149265	1.50403	0.374586	1.99132	0.718239	1.90587	0.694864
AGT	0.3992707	0.418843	0.4312106	0.4556894	0.3212461	0.381897	0.3532343	0.327258
AGTPBP1	1.81928272512001	2.183043	4.051477	3.861543	3.08374934	4.206491	4.399974	5.4006170309309
AGTR1	0.0780713	0.2976482	0.112625	0.20174	0	0.138832	0	0.0193645
AGTR2	0	0	0	0	0	0	0	0
AGTRAP	70.049455	60.64584	43.499192	47.100442	58.333976	48.226546	37.286742	34.458293
AGXT	0.111296	0.0373722	0.084273	0.0774561	0.110909	0.0778764	0.132004	0.113152
AGXT2	0.0494123	0	0	0	0	0	0	0
AHCTF1	18.28518548	17.204523183	25.9973457197	20.0423919909	16.6284029527	15.804238845	17.0016453543	15.610313256
AHCY	56.237958	70.909376	57.54257	70.98735	64.84314	72.86582	59.01586	56.387757
AHCYL1	89.371134	99.093319	98.39434	95.188513	83.841846	81.629718	80.557065	79.288645
AHCYL2	10.877431	9.576094	9.003752	9.116128	22.894332	10.632401	13.259129	13.590857
AHDC1	12.866379	11.776496	9.3596172	9.509751	10.426654	5.707749	6.224595	5.957942
AHI1	7.2479884	8.1444667	10.12551607	9.2857892	6.231201158	5.195698	6.88839510194214	6.3582992
AHNAK	298.11865	351.1236	364.04239	415.600453	211.22841	380.97793	420.027582	347.19559
AHNAK2	28.2638	13.96649	23.4879	13.23706	16.68459	7.449	9.58581	7.41801
AHR	62.81189	51.5439197034	59.66677	59.21651	69.76453	56.364019	76.14619	68.462559
AHRR	0.494861135064	0.1710869	0.399914396	0.025587	0.0690451	0.0367943	0.12871735	0
AHSA1	115.459763	115.932446	110.822895	116.00293	111.589942	106.304587	93.315116	99.04768
AHSG	0	0.0985851	0.0559552	0	0	0	0	0
AHSP	0.977723	0	1.056999	0	0	0	0	0
AICDA	0.343979	0.415585	0.2879996	0.370862	0.331767	0.266029	0.407422	0.423442
AIDA	51.3269	49.865365	60.4541	54.9299	45.2999	43.0586	43.9025	42.0588
AIF1	0.141051	0	0	0	0	0	0	0.155468
AIF1L	1.222941	0.740884	0.5571437	1.4261265024	1.3136	1.11179	0.715471	2.252451
AIFM1	23.3851477	26.1847226	25.6550475	29.2451772	32.0752443	35.7518524	30.464879	33.396305488233
AIFM2	3.014078	2.508703	2.938055	3.582379	3.587577	2.002428	2.71787	2.6878
AIFM3	4.334864	3.816517	2.6234754	3.143352	6.227792	3.354879	2.923723	2.388484
AIG1	91.170171	111.18095	86.647278	119.737415	82.38755	151.816039	116.451312441	145.431313
AIM2	0.1360472	0.0397623	0.189508244	0.100951	0.1417601199	0.0238934	0.101728	0.069596
AIMP1	90.181171	106.5431691	114.2742953	119.954445	62.358499	75.427155	72.594971	61.3546614
AIMP2	23.651098	29.424651	30.302734	28.846441	29.679697	33.702705	31.596742	22.608697
AIP	83.9253019	80.726464	93.6260013	98.728521	64.914536	62.8920774	65.740166	68.122812
AIPL1	1.58486	2.17334	0.49984	1.42211	1.41859	1.24688	1.39338	0.883296
AIRE	0.199216	0.240043	0.24684	0.313929	0.342508	0.585079	0.492387	0.444308
AJAP1	1.34109	0.486186	0.2141364	0.0607375	3.69584	1.744586	5.05224	1.451856
AJM1	3.3808	3.0453	3.50313	3.38653	1.34409	1.02692	1.15897	1.10381
AJUBA	42.38127	39.380177	68.34916	53.12838	41.1785	34.192414	45.471351	37.443312
AK1	33.556061	40.45791	32.79322	46.717447	23.944784	26.43691	17.25194	21.94884
AK2	166.881269594	180.857995992	191.9655413829	194.9714994	141.1763582	138.577696	141.019437	144.3181815
AK3	53.677762	90.3063	54.45385	53.7195	74.404094	101.08874	79.6748	82.697128
AK4	61.02566	56.4557	51.239431	51.662934	51.05854	24.812308	23.972295	22.096663
AK4P3	0.502246	0.302446	0.626071	1.59488	0.199428	0.0972907	0.293542	0.738615
AK5	3.431437	2.4758723	1.0321415	3.9243963	3.291866	3.6299184	2.56172	4.68472
AK6	36.847393	40.428238	38.684718	40.197514	29.91052	48.9221	37.576358	33.289849
AK7	1.307072	0.735936	1.589526	0.863957	1.034452	1.178618	2.388786	1.003462
AK8	0.940264	1.56956	1.23355	1.56858	0.817739	1.27643	1.63737	2.09462
AK9	5.89357	5.212353	5.465357	4.369128220765	4.813265	7.1378592	7.212868	5.3529497
AKAIN1	0	0	0	0	0	0	0.171127	0
AKAP1	11.656225112741	14.053303	16.516529	18.319015	20.72822	28.427591	28.8715096	32.56372
AKAP10	20.579335	19.8247870035268	21.29569	20.772176	18.974341	22.36567	24.497532	21.882875
AKAP11	19.9231	21.9675	23.0204	22.3619	18.3733	21.9889	22.0535	21.9051
AKAP12	40.3717100534121	47.82195	51.18967	32.1743583	41.0555812	14.50305279328	32.53338	16.595
AKAP13	94.19228	99.9170909191867	113.0653252	175.7786727	111.163669	139.81747	170.023486	180.7782517
AKAP14	0	0	0.333374	0	0	0	0.15917	0.0580323
AKAP17A	28.81778	31.65088	48.02408	41.17702	27.27024	29.16166	37.07982	33.5728
AKAP3	2.088872	1.2522169	2.032063	1.345981	1.48087	1.051542	1.637466	1.6994022
AKAP4	0	0	0	0	0	0	0.0812142	0
AKAP5	0.246049	0.3617996	0.440924	0.450649	0.233597	0.2332979	0.439203	0.31681
AKAP6	0.759788	0.6769584	0.9245496	0.5324827	2.1972013	0.8770812	2.2728997	0.9071353
AKAP7	2.280684	2.883457	2.730512	3.803315	3.7280034	5.129317	6.523553	6.80478
AKAP8	15.120775	16.011543	16.432958	18.14061	16.76214	20.778346	23.153775	21.663633
AKAP8L	71.391945	75.471644	103.689135	93.974166	52.778569	45.228473	56.035331	45.579767
AKAP9	26.1007743857533	25.370304469122	30.0888835844696	29.2474940091109	27.250301737731	32.268720775491	41.51073767857	37.63695103575
AKIP1	48.479485	45.3548892	52.975389	50.096065	41.286189	35.432992	36.873405	32.9153658
AKIRIN1	84.378092	77.40949	69.690864	75.33379	75.79687	65.57294	53.71857	55.282838
AKIRIN2	39.0246	33.0543	38.2437	37.4192	36.6718	31.5208	33.3827	36.3234
AKNA	8.2495912869	6.041734	7.227265	9.20273084	6.503225	5.410583	7.296567	6.101179
AKNAD1	0.0395205	0.0400235	0.106165	0.0813569	0.0586128	0.0986305	0.0341706	0.0936923
AKR1A1	104.26309	119.14402	129.17703	128.0864	79.9045	80.84562	82.73226	94.43122
AKR1B1	73.266008	75.874741	56.310314	86.97445	76.87252	100.01879	47.57121	63.2657
AKR1B10	1.27741	0.383253	1.322	0.159374	3.49305	0.529622	0.380586	0.47391
AKR1B15	0.853743	0.950796	1.03478	0.945233	0.94637	0.8061397	1.159407	0.788812
AKR1C1	11.92445	20.62342	13.64056	9.772844	15.42535	15.69173	7.67533	8.10066
AKR1C2	151.13015	247.19657	136.40504	157.8215	149.46091	219.28844	88.12368	120.29876
AKR1C3	58.5936	65.7329	34.1427	49.2994	55.9336	79.028479	37.6755	49.911
AKR1C4	0.0284417	0.0277128	0.0314498	0	0	0.0666858	0	0
AKR1C8	0	0	0	0	0.0459709	0	0	0
AKR1D1	0.108795	0.5473028	0.0761458	1.3136643	0.1466982	0.100676	0.0846026	0.0307015
AKR1E2	3.07654	1.116181	2.048698	2.16921495996	1.862535	0.731577	1.3603829	1.9467334
AKR7A2	34.637588	40.977583	41.123244	49.7699	31.427	31.9061	35.130235	37.58435
AKR7A3	0.484951	0.606648	0.688695	0.557383	0.36875	0.811349	0.994035	0.869921
AKT1	94.37395327912	91.8632230117	86.360624	96.688157	85.9700615650461	77.861854	72.4100526	72.85726818
AKT1S1	36.892906	32.27963	19.64164	26.176731	33.677915	31.774468	29.40639	30.167051
AKT2	62.127005	67.320838	57.577188	59.516432	78.0803380102294	88.2131440997	105.032988079825	83.2824640004662
AKT3	10.029587	13.251802	4.86654283	15.222915	12.686465	15.747009638492	7.6472770043446	18.598352
AKTIP	58.09921	80.90765	74.346452	81.10208	67.84057	122.79394	107.53822	108.98845
ALAD	20.227635	18.953827	23.606787	23.183309	24.397963	30.122556	39.52524	36.856297
ALAS1	62.07343	64.613684	49.138552	55.470274	70.749445	60.778853	56.843959	60.78214
ALAS2	0.105786	0.4347302	1.2237943	0.135009	0.5092247	0.442719	0.880625	0
ALB	0.394944	0.104253	0.0435802	0.048905	0.166064	0.0940762	0.1998352	0.1187714
ALCAM	93.68333	99.01555	116.03989	117.29168	95.38494	136.39585	155.74763	168.66672
ALDH16A1	5.9556	5.705595	5.3550125	6.653643946403	9.85796	12.0990681	15.21918863	14.901756
ALDH18A1	56.17943	57.27025	65.42114	52.27322	46.92742	31.7947	29.11225	33.03915
ALDH1A1	26.7019	13.998634	15.246254	7.461515	29.1973	5.026211	11.28896	3.055205
ALDH1A2	6.436703	3.684724	2.8284462	3.002063	9.2524430388803	5.729243012118	2.565977	5.020692
ALDH1A3	336.775565	365.048908	290.89249	243.44403	437.506838	467.49041	296.31937	245.935542
ALDH1B1	8.12269	9.8807	6.70316	5.909223	9.00964	5.831966	6.288014	6.179759
ALDH1L1	53.814777	83.86025	53.459008	83.116675	55.586546	73.8082260010121	63.46871	90.141553
ALDH1L2	1.977062	2.973618	1.181712	2.962291	1.03806	1.673762	0.94459	0.380656
ALDH2	8.9725	6.865273	9.643478	5.323238	20.40603	7.078832	9.298457	3.647888
ALDH3A1	0.0661707	0.1275446	0.3604524	0.0658055	0.106096	0.305762	0.244644	0
ALDH3A2	61.4817978	74.1219208108621	52.810338	34.71661842	53.5721303798	73.31727	45.529489	25.886715
ALDH3B1	231.04248	346.21713	218.7891	434.36704	196.707301	338.19277	509.630561	334.089798
ALDH3B2	21.039718	17.402573	14.450638	9.749772	35.115288	16.725582	27.981859	23.813126
ALDH4A1	5.26624	7.727242	6.116983	6.173289	12.766024	16.227599	15.757058	15.398823
ALDH5A1	7.69156370261909	8.704670209016	6.273147	8.001572989	10.0641120013007	10.945693723	7.596926	12.502558
ALDH6A1	6.733225	7.5768	6.818978	7.23705	5.669189	9.599732	12.31118	10.175497
ALDH7A1	43.94835785	44.960343	42.730851	38.586337	72.302369	45.2811791	62.677983	55.20351325142
ALDH8A1	1.952208	0.415616	1.836008	1.13496	1.438589	1.172621	1.778321	1.771837
ALDH9A1	29.0063	32.8046	35.0755	32.7776	33.3818	37.4347	46.658	38.6843
ALDOA	3158.943401	3695.18075	2998.271435	3202.20941	1373.751901	1156.98686091	875.24724251	748.857674
